id	name	semanticStatus	description	sourceKind	relativePath	technicalClass	tags	seconds	frames	pathMeters	netMeters	turnDegrees	avgSpeedMPS	likelyLoop	poseErrorDegrees	bones	meshes	retargetCandidate	confirmedMatches	sha256
00b83952c5c63310f26c081f12be45cb		unclassified	Humanoid motion-only; locomotion-straight; 3.333 с при 30 fps; путь 0.805 м; смещение 0.714 м; поворот -24.8°; одноразовый/нециклический.	hash-archive	HashArchive/00b83952c5c63310f26c081f12be45cb.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,one-shot,has-root-motion,medium	3.333333	101	0.804757	0.713835	-24.8245	0.241427	False	12.4552	67	0	True		8492bfe897b0c8164d9f091ce214a6060c344878d9d781155f10fc902cfdb330
00d4be92be662482d9225367626361b3		unclassified	Humanoid motion-only; locomotion-straight; 2.000 с при 30 fps; путь 1.262 м; смещение 1.244 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/00d4be92be662482d9225367626361b3.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,likely-loop,has-root-motion,medium	2.0	61	1.262428	1.243676	0.0008	0.631214	True	0.167	67	0	True		3b0d0ae5b0188b8f78efeda26256030c439d1b2ae7ab2b88b238dcda02c91a1e
00fe8d9ed1bb882552ab8b606dadf90c		unclassified	Humanoid motion-only; locomotion-straight; 15.333 с при 30 fps; путь 4.484 м; смещение 1.092 м; поворот 22.1°; одноразовый/нециклический.	hash-archive	HashArchive/00fe8d9ed1bb882552ab8b606dadf90c.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,one-shot,has-root-motion,long	15.333333	461	4.48371	1.092087	22.0573	0.292416	False	27.1643	67	0	True		2bde6f7549ed6b64b82b88062c3894e5952090f00ed0b637cfc09c7f559b4e20
0101e2a167184e7ceefe2ba138e20128		unclassified	Humanoid motion-only; complex-in-place; 3.333 с при 30 fps; путь 1.042 м; смещение 0.000 м; поворот -0.0°; похож на цикл.	hash-archive	HashArchive/0101e2a167184e7ceefe2ba138e20128.fbx	complex-in-place	humanoid,motion-only,complex-in-place,likely-loop,has-root-motion,medium	3.333333	101	1.041505	0.0	-0.0	0.312451	True	0.2456	67	0	True		dbb839ff8ff911f3b6ce48987e0d642d978b35bc153ea5556d184607b0ab09af
01319841c8ec8016323bc6e8faaddad1		unclassified	Humanoid motion-only; locomotion-straight; 15.367 с при 30 fps; путь 7.049 м; смещение 0.924 м; поворот -0.0°; похож на цикл.	hash-archive	HashArchive/01319841c8ec8016323bc6e8faaddad1.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,likely-loop,has-root-motion,long	15.366667	462	7.048909	0.923518	-0.0	0.458714	True	0.15	67	0	True		c7f2dd1ef10a2729209af5baa1297aa32a98bf56af836940cf34f072e1691988
0139ef3f5630ebf870e93718efa6f958		unclassified	Humanoid motion-only; locomotion-turning; 5.900 с при 30 fps; путь 1.060 м; смещение 0.961 м; поворот 47.5°; одноразовый/нециклический.	hash-archive	HashArchive/0139ef3f5630ebf870e93718efa6f958.fbx	locomotion-turning	humanoid,motion-only,locomotion-turning,one-shot,has-root-motion,long	5.9	178	1.059752	0.960803	47.5465	0.179619	False	15.5214	67	0	True		9bf7ddbc88a6fbb016cf75786bfa6ca4ef891db1a2dd188f9fa5578fcd63c307
013c11ab943a0aa72484631a8daa301c		unclassified	Humanoid motion-only; locomotion-straight; 3.067 с при 30 fps; путь 2.023 м; смещение 2.004 м; поворот -20.9°; одноразовый/нециклический.	hash-archive	HashArchive/013c11ab943a0aa72484631a8daa301c.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,one-shot,has-root-motion,medium	3.066667	93	2.022875	2.003997	-20.8906	0.659633	False	14.5044	67	0	True		47fb9b82e69a2ddf30cbd26d9f0767c08c57dac61f9afdbde0155015a132baa0
014e5a518fd6a3f913f7d5b5118f9562		unclassified	Humanoid motion-only; complex-in-place; 5.600 с при 30 fps; путь 2.304 м; смещение 0.000 м; поворот -0.0°; похож на цикл.	hash-archive	HashArchive/014e5a518fd6a3f913f7d5b5118f9562.fbx	complex-in-place	humanoid,motion-only,complex-in-place,likely-loop,has-root-motion,long	5.6	169	2.304163	1e-06	-0.0	0.411458	True	0.1868	67	0	True		2047a90d1064ef75c093f03215235d3b3b78ba722eedee8b772ea1366d01af90
017854898a255e53469c1940821c0dff		unclassified	Humanoid motion-only; complex-in-place; 1.633 с при 30 fps; путь 0.388 м; смещение 0.157 м; поворот 90.5°; одноразовый/нециклический.	hash-archive	HashArchive/017854898a255e53469c1940821c0dff.fbx	complex-in-place	humanoid,motion-only,complex-in-place,one-shot,has-root-motion,medium	1.633333	50	0.388025	0.157056	90.467	0.237566	False	4.3198	67	0	True		102acda9f46d521360c69c6aa9551360c55a94854efe0eec88a90bb22b1c5838
0193a071d3bb80c0ec5a6894622f9bc3		unclassified	Humanoid motion-only; locomotion-turning; 1.267 с при 30 fps; путь 2.048 м; смещение 2.013 м; поворот 28.6°; одноразовый/нециклический.	hash-archive	HashArchive/0193a071d3bb80c0ec5a6894622f9bc3.fbx	locomotion-turning	humanoid,motion-only,locomotion-turning,one-shot,has-root-motion,medium	1.266667	39	2.04774	2.012997	28.5866	1.616637	False	1.4606	67	0	True		4595d28a26f35034f306f3445d18b0480ef87175abce3ea4d968d98d58fa868a
01aca836db0beb5ba37ed4eefbe6bcbf		unclassified	Humanoid motion-only; locomotion-straight; 2.433 с при 30 fps; путь 1.136 м; смещение 1.120 м; поворот -0.0°; похож на цикл.	hash-archive	HashArchive/01aca836db0beb5ba37ed4eefbe6bcbf.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,likely-loop,has-root-motion,medium	2.433333	74	1.136388	1.12011	-0.0009	0.467009	True	0.1227	67	0	True		77fb89425fd71912d97725f8996a33cecc2430ffcc4950e3df06c3fc54ff4d98
01dca91c99853472338f219abfd4a3f4		unclassified	Humanoid motion-only; stationary; 7.333 с при 30 fps; путь 0.142 м; смещение 0.000 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/01dca91c99853472338f219abfd4a3f4.fbx	stationary	humanoid,motion-only,stationary,likely-loop,has-root-motion,long	7.333333	221	0.142423	0.0	0.0	0.019421	True	0.2	67	0	True		6397044b59dbcbc3935eef864a971c4b3dd24656f71b94ebfb0d4f3b387951a0
0207203d81fc138733961a31ee589b2d		unclassified	Humanoid motion-only; locomotion-turning; 2.533 с при 30 fps; путь 1.165 м; смещение 1.127 м; поворот 37.9°; одноразовый/нециклический.	hash-archive	HashArchive/0207203d81fc138733961a31ee589b2d.fbx	locomotion-turning	humanoid,motion-only,locomotion-turning,one-shot,has-root-motion,medium	2.533333	77	1.164733	1.127188	37.8962	0.459763	False	1.794	67	0	True		68cd3991c7eceea64e04aae368854003c21137cb9baec25d35d69d36ba31cbe7
020989d397c877533ca40424e3476a46		unclassified	Humanoid motion-only; locomotion-turning; 2.133 с при 30 fps; путь 1.640 м; смещение 1.624 м; поворот 29.9°; одноразовый/нециклический.	hash-archive	HashArchive/020989d397c877533ca40424e3476a46.fbx	locomotion-turning	humanoid,motion-only,locomotion-turning,one-shot,has-root-motion,medium	2.133333	65	1.640478	1.623704	29.897	0.768974	False	1.5233	67	0	True		a06c2ddf69a1a7944ff47f963cda0779727f62a5a482d2b450ea78a916d611fc
0218ffd7d455b32eb4eac20c178d34e2		unclassified	Humanoid motion-only; complex-in-place; 16.300 с при 30 fps; путь 1.233 м; смещение 0.000 м; поворот -0.0°; похож на цикл.	hash-archive	HashArchive/0218ffd7d455b32eb4eac20c178d34e2.fbx	complex-in-place	humanoid,motion-only,complex-in-place,likely-loop,has-root-motion,long	16.3	490	1.233068	4e-05	-0.0015	0.075648	True	0.104	67	0	True		e0c5ba2c4b9c0838054bb80ac40cff6b32b8d42ba95c116547d4a8ce250665f3
022abe1ab4643b0e3ee513f703e6d6b2		unclassified	Humanoid motion-only; locomotion-turning; 9.267 с при 30 fps; путь 1.841 м; смещение 1.733 м; поворот -145.4°; одноразовый/нециклический.	hash-archive	HashArchive/022abe1ab4643b0e3ee513f703e6d6b2.fbx	locomotion-turning	humanoid,motion-only,locomotion-turning,one-shot,has-root-motion,long	9.266667	279	1.841484	1.733054	-145.4362	0.198721	False	51.5599	67	0	True		2f501d236350282612222477c3a0a7f59a4d1ece0961a29848c3817f481a65e4
0243afc95f76bcef9cc1f505855882a3		unclassified	Humanoid motion-only; stationary; 16.667 с при 30 fps; путь 0.081 м; смещение 0.000 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/0243afc95f76bcef9cc1f505855882a3.fbx	stationary	humanoid,motion-only,stationary,likely-loop,near-in-place,long	16.666667	501	0.081425	1e-06	0.0	0.004886	True	0.1899	67	0	True		e93ced7c53dca6c26fbf51cd7a0cbe393bd418e924881563dc456d589c7531e4
029a3c29234a08803b1eadf956db50a8		unclassified	Humanoid motion-only; locomotion-straight; 12.000 с при 30 fps; путь 1.390 м; смещение 1.143 м; поворот -0.1°; одноразовый/нециклический.	hash-archive	HashArchive/029a3c29234a08803b1eadf956db50a8.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,one-shot,has-root-motion,long	12.0	361	1.389732	1.142724	-0.0674	0.115811	False	42.8642	67	0	True		fd4a37ce5b35be2459ef13e5a7dbd099f68a79d6debc8582f1d2e3857c3bbfaf
02bdcffc4e89c0fa115aa1a70bdf5ed4		unclassified	Humanoid motion-only; stationary; 2.067 с при 30 fps; путь 0.304 м; смещение 0.178 м; поворот -0.0°; похож на цикл.	hash-archive	HashArchive/02bdcffc4e89c0fa115aa1a70bdf5ed4.fbx	stationary	humanoid,motion-only,stationary,likely-loop,has-root-motion,medium	2.066667	63	0.304337	0.178099	-0.0002	0.14726	True	0.155	67	0	True		db58ec7059c054f5215a432d94e43937c87dbb96d7c4a42fd32acf888e64d958
02cff031d87bf44f5718aecd898cd572		unclassified	Humanoid motion-only; complex-in-place; 17.667 с при 30 fps; путь 4.927 м; смещение 0.000 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/02cff031d87bf44f5718aecd898cd572.fbx	complex-in-place	humanoid,motion-only,complex-in-place,likely-loop,has-root-motion,long	17.666667	531	4.926547	1.1e-05	0.0099	0.278861	True	0.1227	67	0	True		f8e1a5c936c1c81b2969c411c94186b7603194151a38f3b3de6a60aa5f2eef41
02e28757bfd8d37951c15a7f30178db6		unclassified	Humanoid motion-only; stationary; 11.333 с при 30 fps; путь 0.328 м; смещение 0.000 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/02e28757bfd8d37951c15a7f30178db6.fbx	stationary	humanoid,motion-only,stationary,likely-loop,has-root-motion,long	11.333333	341	0.328448	0.0	0.0	0.028981	True	0.2374	67	0	True		ee8a67da6c2d338932925efd8d9b5bc460f8a9646767a62e0f99d7bec3857a1c
02e4e5b08e110c630f378e533233f8c9		unclassified	Humanoid motion-only; stationary; 4.267 с при 30 fps; путь 0.285 м; смещение 0.000 м; поворот -0.0°; похож на цикл.	hash-archive	HashArchive/02e4e5b08e110c630f378e533233f8c9.fbx	stationary	humanoid,motion-only,stationary,likely-loop,has-root-motion,medium	4.266667	129	0.285484	0.0	-0.0	0.06691	True	0.1873	67	0	True		2fd4e5d83b79637f718b8508d93130996031b3710672372c20f41b6b341949ff
02e99aa3b36df2138f6df51aff2d661e		unclassified	Humanoid motion-only; stationary; 0.033 с при 30 fps; путь 0.000 м; смещение 0.000 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/02e99aa3b36df2138f6df51aff2d661e.fbx	stationary	humanoid,motion-only,stationary,likely-loop,near-in-place,short	0.033333	2	0.0	0.0	0.0	0.0	True	0.2186	67	0	True		d3262be6a43a3b495767c772aa7afa271db3487105c121713405990f04b5bdb2
0334ddf767f9f8e4e3c95973e5638cd4		unclassified	Humanoid motion-only; complex-in-place; 4.900 с при 30 fps; путь 2.090 м; смещение 0.149 м; поворот 157.4°; одноразовый/нециклический.	hash-archive	HashArchive/0334ddf767f9f8e4e3c95973e5638cd4.fbx	complex-in-place	humanoid,motion-only,complex-in-place,one-shot,has-root-motion,medium	4.9	148	2.090079	0.149324	157.4437	0.426547	False	44.2309	67	0	True		99aa9f4332082eb58cadb652ff2e0db66fe913255da965be846ecba27d370a9b
03365c710f8646b3a2b595d91e4132ac		unclassified	Humanoid motion-only; locomotion-straight; 2.333 с при 30 fps; путь 0.473 м; смещение 0.466 м; поворот -0.0°; похож на цикл.	hash-archive	HashArchive/03365c710f8646b3a2b595d91e4132ac.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,likely-loop,has-root-motion,medium	2.333333	71	0.473171	0.465836	-0.0219	0.202788	True	0.3364	67	0	True		ef41325cfc1c3cd6209716370cf409a3e3fa01fc007ac50fe2ed7d5b9471ce45
0371dbca2e4d7f4d5691c6bc3aed34df		unclassified	Humanoid motion-only; locomotion-turning; 5.833 с при 30 fps; путь 2.010 м; смещение 1.963 м; поворот 148.3°; одноразовый/нециклический.	hash-archive	HashArchive/0371dbca2e4d7f4d5691c6bc3aed34df.fbx	locomotion-turning	humanoid,motion-only,locomotion-turning,one-shot,has-root-motion,long	5.833333	176	2.010421	1.9627	148.2688	0.344644	False	22.6513	67	0	True		a813f994f58702925550b3eebb94cc4c42184b01de723692e6c1f28b7b9d8c4a
0380fd2d1c6d4b70dd92d04bbec7eb84		unclassified	Humanoid motion-only; complex-in-place; 15.100 с при 30 fps; путь 0.700 м; смещение 0.000 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/0380fd2d1c6d4b70dd92d04bbec7eb84.fbx	complex-in-place	humanoid,motion-only,complex-in-place,likely-loop,has-root-motion,long	15.1	454	0.699545	9e-06	0.0004	0.046327	True	0.1859	67	0	True		17ec4adcc8f059d6f70aad887513723b67ee4773586196938b77a4505d89b153
038a5c65c2654dae6ae7de9e4026a300		unclassified	Humanoid motion-only; complex-in-place; 41.567 с при 30 fps; путь 1.395 м; смещение 0.000 м; поворот -0.1°; похож на цикл.	hash-archive	HashArchive/038a5c65c2654dae6ae7de9e4026a300.fbx	complex-in-place	humanoid,motion-only,complex-in-place,likely-loop,has-root-motion,long	41.566667	1248	1.394716	5e-06	-0.0819	0.033554	True	0.1372	67	0	True		10b54ff0021566a453b5ebd1e31d3371ee2f0506d8e45b6c35d5ea58ceffae28
039750d85cca7c80db48e290a9cbbd78		unclassified	Humanoid motion-only; complex-in-place; 3.333 с при 30 fps; путь 0.709 м; смещение 0.000 м; поворот -0.0°; похож на цикл.	hash-archive	HashArchive/039750d85cca7c80db48e290a9cbbd78.fbx	complex-in-place	humanoid,motion-only,complex-in-place,likely-loop,has-root-motion,medium	3.333333	101	0.708923	0.0	-0.0001	0.212677	True	0.0868	67	0	True		cd21aca6ee8566eb931d73ab1a7116bf598fe8d24fc5d542d0dc7df563396096
03ba3e69122f2f8ee7230d89c635027a		unclassified	Humanoid motion-only; complex-in-place; 18.333 с при 30 fps; путь 0.754 м; смещение 0.000 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/03ba3e69122f2f8ee7230d89c635027a.fbx	complex-in-place	humanoid,motion-only,complex-in-place,likely-loop,has-root-motion,long	18.333333	551	0.753705	0.0	0.0	0.041111	True	0.1734	67	0	True		d548d080459efddebda99d5c7f3fbb036553edde86fc8101866e65d124eecd46
03ddb664b2c56c2986c6252318de2813		unclassified	Humanoid motion-only; locomotion-turning; 1.167 с при 30 fps; путь 1.405 м; смещение 1.396 м; поворот 38.5°; одноразовый/нециклический.	hash-archive	HashArchive/03ddb664b2c56c2986c6252318de2813.fbx	locomotion-turning	humanoid,motion-only,locomotion-turning,one-shot,has-root-motion,medium	1.166667	36	1.404894	1.395506	38.5257	1.204195	False	1.8795	67	0	True		c6d7eda779f493912e2cfd00dc32c5b08d5e2e958b9a4db76822338d358297af
03ed60c78b71b30709e311180174c283		unclassified	Humanoid motion-only; locomotion-straight; 4.167 с при 30 fps; путь 2.839 м; смещение 2.805 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/03ed60c78b71b30709e311180174c283.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,likely-loop,has-root-motion,medium	4.166667	126	2.838941	2.804852	0.003	0.681346	True	0.1554	67	0	True		36fd75b0609bd0f302969bbc8141ece2bbc28c541d6b78ff7d59f3c886749c4a
040cd2acf15fcbf1651b5e740bf632f2		unclassified	Humanoid motion-only; locomotion-turning; 7.067 с при 30 fps; путь 0.371 м; смещение 0.251 м; поворот 62.7°; одноразовый/нециклический.	hash-archive	HashArchive/040cd2acf15fcbf1651b5e740bf632f2.fbx	locomotion-turning	humanoid,motion-only,locomotion-turning,one-shot,has-root-motion,long	7.066667	213	0.371493	0.250924	62.7099	0.05257	False	22.3416	67	0	True		ec99ef03bab1d5037209f9f53a14e2efac197c5a7dee7703be78e3862052f035
045c6baf5cd7c9850dc7c9eecc1110e8		unclassified	Humanoid motion-only; complex-in-place; 3.367 с при 30 fps; путь 1.052 м; смещение 0.001 м; поворот 1.6°; похож на цикл.	hash-archive	HashArchive/045c6baf5cd7c9850dc7c9eecc1110e8.fbx	complex-in-place	humanoid,motion-only,complex-in-place,likely-loop,has-root-motion,medium	3.366667	102	1.051943	0.000698	1.6152	0.312458	True	0.3855	67	0	True		c991e9c68f226e967fbe5b93865fffba87a2b81aff49c7a5914668c48cde8c80
046d61b7f08701735a23555d24ccebea		unclassified	Humanoid motion-only; complex-in-place; 4.800 с при 30 fps; путь 0.677 м; смещение 0.003 м; поворот -91.4°; одноразовый/нециклический.	hash-archive	HashArchive/046d61b7f08701735a23555d24ccebea.fbx	complex-in-place	humanoid,motion-only,complex-in-place,one-shot,has-root-motion,medium	4.8	145	0.676926	0.002635	-91.3551	0.141026	False	4.2145	67	0	True		19d94b24f695d7c5fcf2c69e1df25d9afe4c669eb1a074831b082f2772d12613
04891766fb839bb00ed17208eeb4cfec		unclassified	Humanoid motion-only; locomotion-straight; 2.500 с при 30 fps; путь 0.535 м; смещение 0.480 м; поворот -0.0°; похож на цикл.	hash-archive	HashArchive/04891766fb839bb00ed17208eeb4cfec.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,likely-loop,has-root-motion,medium	2.5	76	0.535019	0.479719	-0.0	0.214008	True	0.1272	67	0	True		920a457fe107e7463a65f9812ea5937541f712fccebb5bf2f8fdd001544b0626
04be3a40e244fee8c99a7fca536d2a31		unclassified	Humanoid motion-only; locomotion-straight; 1.633 с при 30 fps; путь 1.669 м; смещение 1.668 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/04be3a40e244fee8c99a7fca536d2a31.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,likely-loop,has-root-motion,medium	1.633333	50	1.669006	1.667619	0.0	1.021841	True	0.1424	67	0	True		dd5a3bbfee8a1a6bfac8e5f9de8eda96099203fe7df71c5ff73bd248cef4885c
04d1af48fd1d0574f2880146e88c56df		unclassified	Humanoid motion-only; stationary; 7.167 с при 30 fps; путь 0.133 м; смещение 0.000 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/04d1af48fd1d0574f2880146e88c56df.fbx	stationary	humanoid,motion-only,stationary,likely-loop,has-root-motion,long	7.166667	216	0.133315	0.0	0.0	0.018602	True	0.1817	67	0	True		a92e2f1378299ea526af7cc7dbed5280fc6d4caeca7f5ad12d94fe55da9c3bc1
051b7bcc6f21d406646917b165df9c6f		unclassified	Humanoid motion-only; locomotion-turning; 1.500 с при 30 fps; путь 2.937 м; смещение 2.881 м; поворот -35.7°; одноразовый/нециклический.	hash-archive	HashArchive/051b7bcc6f21d406646917b165df9c6f.fbx	locomotion-turning	humanoid,motion-only,locomotion-turning,one-shot,has-root-motion,medium	1.5	46	2.937276	2.880928	-35.7106	1.958184	False	1.813	67	0	True		e8046ead0958400fd43d6d52df7e935bed47d758fae29796f47e6e284f3f360e
05239d5d690b1b4cad497a727f312b6a		unclassified	Humanoid motion-only; locomotion-straight; 2.433 с при 30 fps; путь 1.410 м; смещение 1.257 м; поворот -23.0°; одноразовый/нециклический.	hash-archive	HashArchive/05239d5d690b1b4cad497a727f312b6a.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,one-shot,has-root-motion,medium	2.433333	74	1.410235	1.257105	-22.9671	0.579549	False	18.4794	67	0	True		aa9cdf04333cce29e7381de34d3a9f70f0042988b45ba9d051a0508e23bf1ca6
05388b1ae90c36f66c0b37f268f874ee		unclassified	Humanoid motion-only; locomotion-turning; 10.900 с при 30 fps; путь 2.172 м; смещение 1.812 м; поворот 136.5°; одноразовый/нециклический.	hash-archive	HashArchive/05388b1ae90c36f66c0b37f268f874ee.fbx	locomotion-turning	humanoid,motion-only,locomotion-turning,one-shot,has-root-motion,long	10.9	328	2.17175	1.812185	136.5093	0.199243	False	31.3445	67	0	True		79acb5bdddd743afb5760c776e6b0082b095b160708205359a3ca2e4c3e0ce8b
0575f6eada3f40110b58cd68fbdf49f5		unclassified	Humanoid motion-only; locomotion-straight; 3.267 с при 30 fps; путь 1.972 м; смещение 1.955 м; поворот 0.0°; похож на цикл.	hash-archive	HashArchive/0575f6eada3f40110b58cd68fbdf49f5.fbx	locomotion-straight	humanoid,motion-only,locomotion-straight,likely-loop,has-root-motion,medium	3.266667	99	1.971523	1.955174	0.0	0.603528	True	0.1544	67	0	True		44505dae92a48a75ea5f2562c8c4e723b412dd13e889012927fe44d386e1d97c
05904477b8cbb532e0e3595b2cf098f8		unclassified	Humanoid motion-only; complex-in-place; 6.433 с при 30 fps; путь 0.894 м; смещение 0.000 м; поворот -0.0°; похож на цикл.	hash-archive	HashArchive/05904477b8cbb532e0e3595b2cf098f8.fbx	complex-in-place	humanoid,motion-only,complex-in-place,likely-loop,has-root-motion,long	6.433333	194	0.893641	1e-06	-0.0009	0.138908	True	0.1101	67	0	True		a8b2e961c703527437a36e0a2c3e08680d4058b620e74215bd2f21eb1fd8316b
0595048db739c1e94a2882ebcb9d52e6		unclassified	Humanoid motion-only; locomotion-turning; 7.167 с при 30 fps; путь 8.131 м; смещение 7.916 м; поворот 68.6°; одноразовый/нециклический.	hash-archive	HashArchive/0595048db739c1e94a2882ebcb9d52e6.fbx	locomotion-turning	humanoid,motion-only,locomotion-turning,one-shot,has-root-motion,long	7.166667	216	8.13111	7.915992	68.5996	1.134574	False	31.8494	67	0	True		8dc3d114a70a613b517b60997e19186137d47bb622f1d01162d0f7ac63095cca
